flow_duration,Header_Length,Protocol Type,Rate,IAT,Vehicle_Speed,Distance,Channel_Quality,Message_Type,Priority,Position_Accuracy,Timestamp,label
1.091655021,26185.5,802.11,27.0,100.0,115.08170610371631,452.861737101228,0.6936058904721445,BSM,3,0.2706108092774926,2024-01-01 00:00:00,ITS
0.147559967,58.32,802.11,1.006631503,100.0,27.746765380642234,830.5831599965607,0.7278103463223722,BSM,5,1.2124061476100898,2024-01-01 00:00:01,ITS
0.0,54.0,802.11,16.65625825,100.0,52.61518380810016,17.953779803078884,0.8403276961055746,BSM,3,0.8405805637716067,2024-01-01 00:00:02,ITS
0.294043179,13713.0,802.11,27.0,100.0,0.23001574842969497,401.41385047881863,0.5989303815827081,DENM,4,3.703919901313424,2024-01-01 00:00:03,ITS
0.0,54.0,802.11,27.0,100.0,89.10266987661414,299.05721072770694,0.911901098998483,DENM,4,1.578856074574792,2024-01-01 00:00:04,ITS
0.0,0.0,802.11,3.518094562,100.0,76.95374852589869,963.4695777854769,0.5070242546626648,BSM,2,4.501801680173802,2024-01-01 00:00:05,ITS
0.075194037,24125.0,802.11,27.0,100.0,5.715038998248421,19.663739188433894,0.5000962250184899,SPAT,5,1.9876768900061534,2024-01-01 00:00:06,ITS
0.0,54.0,802.11,3.235968649,100.0,48.1413249248879,545.6390863062793,0.7054467457710838,CAM,5,1.1061098314356166,2024-01-01 00:00:07,ITS
0.0,54.0,802.11,11.86099827,100.0,41.31513571878059,657.3241954708891,0.8448259669060207,BSM,1,1.9423705201850736,2024-01-01 00:00:08,ITS
0.0,54.0,802.11,27.0,100.0,27.472401735563107,234.00501562067777,0.8586906176370572,BSM,3,3.1360793694156373,2024-01-01 00:00:09,ITS
1.750743518,147.42,802.11,2.524463852,100.0,68.27264342915302,586.2091666940256,0.9115942458867473,DENM,3,0.7368030832752052,2024-01-01 00:00:10,ITS
0.0,54.0,802.11,20.08166783,100.0,42.93894477441855,536.528803734803,0.8273863629236599,DENM,3,4.638387341822487,2024-01-01 00:00:11,ITS
0.0,0.0,802.11,27.0,100.0,42.352614843215726,878.0841339887099,0.6978521994434828,SPAT,3,0.313080813005433,2024-01-01 00:00:12,ITS
0.031952269,59.08,802.11,27.0,100.0,48.40284113768566,585.8723191014587,0.6713663691935781,CAM,1,2.2404708344329243,2024-01-01 00:00:13,ITS
0.0,1.14,802.11,1.727485624,100.0,74.28756262309399,525.7003484678921,0.5922207803499089,CAM,3,1.5758227285250326,2024-01-01 00:00:14,ITS
0.05482321,25789.5,802.11,27.0,100.0,15.514665288088537,953.7304964851345,0.8084096517879298,CAM,5,1.8107047013959598,2024-01-01 00:00:15,ITS
0.258682263,25635.5,802.11,27.0,100.0,81.04232816041899,33.45558270133942,0.759422248712653,BSM,1,1.5835910195417613,2024-01-01 00:00:16,ITS
0.0,0.0,802.11,7.251069833,100.0,85.9715933067531,371.77461407963244,0.6494614611560401,CAM,2,4.739604972551867,2024-01-01 00:00:17,ITS
0.0,54.0,802.11,1.068933436,100.0,116.23359827376854,967.8829670235324,0.775944169118723,DENM,5,2.9681557586524137,2024-01-01 00:00:18,ITS
0.0,54.0,802.11,15.98131457,100.0,89.71379756040575,935.511831790629,0.8978011932932316,DENM,3,3.0613814011458804,2024-01-01 00:00:19,ITS
0.0,54.0,802.11,10.08963464,100.0,70.21120758584728,441.12320842999577,0.8292052063316597,CAM,5,4.349202290341217,2024-01-01 00:00:20,ITS
51.12270312,1240681.9,802.11,27.0,100.0,51.98009304030007,945.0254406981493,0.8169642179083932,BSM,1,2.400360175179785,2024-01-01 00:00:21,ITS
6.651765268,108.0,802.11,0.30067207,100.0,7.620422506390754,708.3421267502002,0.5151833543150741,DENM,5,0.8305588266701273,2024-01-01 00:00:22,ITS
0.0,54.0,802.11,11.17405378,100.0,21.485058004028073,944.1761691219165,0.9954630904599578,CAM,1,4.429361721101505,2024-01-01 00:00:23,ITS
0.118881783,32240.0,802.11,27.0,100.0,52.150355091113234,812.0580878977211,0.8076701370264068,DENM,4,0.9094546526571867,2024-01-01 00:00:24,ITS
0.0,0.0,802.11,20.72796639,100.0,36.208748651793236,775.3516337270885,0.9717778210267665,MAP,3,1.8783346622335606,2024-01-01 00:00:25,ITS
4.256203463,108.0,802.11,0.469902566,100.0,87.02032797253055,880.5683423470836,0.6614381345027742,DENM,2,2.283647667940005,2024-01-01 00:00:26,ITS
0.0,54.0,802.11,2.834226013,100.0,26.995436400686167,847.9221212932141,0.5179617240891641,CAM,2,3.984716739341103,2024-01-01 00:00:27,ITS
4.474506366,108.0,802.11,0.446976804,100.0,49.6879293935618,721.5246084225421,0.6093987731058251,BSM,1,0.8600765329672236,2024-01-01 00:00:28,ITS
0.0,0.0,802.11,0.0,100.0,50.69903185197698,552.1033080592956,0.5704203035550323,CAM,5,0.7744729616071112,2024-01-01 00:00:29,ITS
0.0,162.0,802.11,2.236809434,100.0,5.676102564132868,906.2829696634045,0.8310681414116432,CAM,5,1.6045045013645816,2024-01-01 00:00:30,ITS
0.0,54.0,802.11,2.191934537,100.0,70.53150059206496,351.52257550404244,0.7602852176166037,BSM,5,4.930831908834486,2024-01-01 00:00:31,ITS
0.083945539,11662.0,802.11,27.0,100.0,1.252149057150378,131.0619361816424,0.8265678732933164,CAM,2,2.078931416635061,2024-01-01 00:00:32,ITS
0.090288963,25190.5,802.11,27.0,100.0,55.9011251960223,618.3238631756825,0.8038139447827525,BSM,5,1.8469117913611768,2024-01-01 00:00:33,ITS
0.0,0.0,802.11,27.0,100.0,91.78623033094192,30.527203207628805,0.6135727431886373,BSM,5,2.165578156925184,2024-01-01 00:00:34,ITS
0.0,0.0,802.11,2.066706723,100.0,50.87826428068148,610.446768860818,0.6669935480406839,CAM,2,0.8091320148785643,2024-01-01 00:00:35,ITS
0.099323769,181.52,802.11,10.80897091,100.0,11.921089966177107,644.8892955771216,0.7597686793190407,BSM,3,1.939953992045142,2024-01-01 00:00:36,ITS
0.085258892,42273.0,802.11,27.0,100.0,52.81868474633204,510.5371740544088,0.7893938501587443,CAM,2,0.6552416117942679,2024-01-01 00:00:37,ITS
0.0,54.0,802.11,1.255860482,100.0,80.08247610175005,508.9791725361066,0.9394724082373833,DENM,4,2.4902895207259075,2024-01-01 00:00:38,ITS
